GeneID	CommonName	OligosNum	OligosIDs	OligosSites	P-values	log2(MeanRatios)	Description
At2g47820		3	35632459,35632460,35632461,	19593113,19593717,19594337,	0.0038,0.00059,0.00021,	0.71,0.97,1.2,	expressed protein 
At3g01350		3	35632868,35632869,35632870,	132147,132628,133380,	0.00019,0.0028,0.00078,	1.2,0.83,0.98,	proton-dependent oligopeptide transport (POT) family protein contains Pfam profile: PF00854 POT family
At3g01480		3	35632961,35632962,35632963,	187460,187875,188478,	0.0025,0.0014,0.00073,	1.1,0.99,1,	peptidyl-prolyl cis-trans isomerase, putative / cyclophilin, putative / rotamase, putative similar to peptidyl-prolyl cis-trans isomerase, chloroplast precursor (40 kDa thylakoid lumen PPIase, 40 kDa thylakoid lumen rotamase) [Spinacia oleracea] SWISS-PROT:O49939
At3g01513		3	35632988,35632989,35632990,	203321,203730,204241,	0.0064,0.00062,6.3e-05,	0.71,1,1.7,	expressed protein ; expression supported by MPSS
At3g02120		3	35633282,35633283,35633284,	375863,376431,377003,	0.0018,2.3e-05,0.00082,	0.94,1.5,0.91,	hydroxyproline-rich glycoprotein family protein 
At3g02315		3	35633436,35633437,35633438,	468492,468973,469386,	0.0047,9.8e-06,0.0029,	0.71,2,0.84,	
At3g02910		3	35633731,35633732,35633733,	647726,648916,649762,	0.001,6.5e-05,8.2e-06,	0.93,1.9,2.2,	expressed protein contains Pfam domain PF03674: Uncharacterised protein family (UPF0131)
At3g04670	ATWRKY39;WRKY39	3	35634747,35634748,35634749,	1268566,1269021,1269594,	0.0074,0.0029,0.0035,	0.83,1.4,0.78,	WRKY family transcription factor similar to elicitor response element binding protein WRKY3 isolog GB:AAB63078 [Arabidopsis thaliana]
At3g04730	IAA16	3	35634782,35634783,35634784,	1290082,1290556,1291106,	0.0049,0.00018,0.0029,	0.85,1.3,0.81,	auxin-responsive protein / indoleacetic acid-induced protein 16 (IAA16) identical to SP|O24407 Auxin-responsive protein IAA16 (Indoleacetic acid-induced protein 16) {Arabidopsis thaliana}
At3g05320		3	35635138,35635139,35635140,	1515888,1516411,1516907,	0.0063,0.0011,0.00017,	0.72,1,1.4,	expressed protein  
At3g05400		3	35635201,35635202,35635203,	1549351,1549799,1550420,	0.00035,0.0017,0.0075,	1.2,0.85,0.69,	sugar transporter, putative similar to sugar-porter family proteins 1 and 2 [Arabidopsis thaliana] GI:14585699, GI:14585701, integral membrane protein GB:U43629 from [Beta vulgaris]; contains Pfam profile PF00083: major facilitator superfamily protein
At3g05630		3	35635341,35635342,35635343,	1634597,1635013,1635422,	0.0073,0.00011,0.0037,	0.9,1.7,1,	phospholipase D, putative (PLDP2) identical to SP|Q9M9W8 Phospholipase D p2 (EC 3.1.4.4) (AtPLDp2) (Phospholipase D2 PHOX and PX containing domain) (Phospholipase D zeta 2) (PLDzeta2) {Arabidopsis thaliana}; similar to phospholipase D GB:BAA24577 from [Rattus norvegicus]; contains Pfam profile: PF00614 phospholipase D, PF00169 PH domain, PF00787 PX domain
At3g05935		3	35635573,35635574,35635576,	1773190,1773577,1775649,	3.3e-05,0.008,8.8e-05,	1.6,0.64,1.4,	expressed protein 
At3g06410		3	35635865,35635867,35635871,	1950524,1952528,1954838,	0.0053,0.0031,0.0014,	0.74,0.88,1,	zinc finger (CCCH-type) family protein contains Pfam domain, PF00642: Zinc finger C-x8-C-x5-C-x3-H type (and similar)
At3g06460		3	35635916,35635917,35635918,	1982197,1982584,1983454,	0.0021,0.00013,3e-05,	0.91,1.4,1.8,	GNS1/SUR4 membrane family protein similar to SP|P25358 Elongation of fatty acids protein 2 (GNS1 protein) (V-SNARE bypass mutant gene 2 protein) {Saccharomyces cerevisiae}; contains Pfam profile PF01151: GNS1/SUR4 family
At3g06470		3	35635919,35635920,35635921,	1983863,1984344,1984857,	0.00027,0.00068,2e-05,	1.1,1.6,2.1,	GNS1/SUR4 membrane family protein similar to SP|P39540 Elongation of fatty acids protein 1 {Saccharomyces cerevisiae}; contains Pfam profile PF01151: GNS1/SUR4 family
At3g06830		3	35636203,35636204,35636205,	2154856,2155246,2156026,	0.0024,0.00019,3.3e-05,	0.84,1.3,2.1,	pectinesterase family protein contains Pfam profiles: PF01095 pectinesterase,PF04043 plant invertase/pectin methylesterase inhibitor
At3g07340		3	35636532,35636534,35636535,	2342370,2343225,2344088,	0.0066,0.0034,0.00046,	0.64,0.81,1.1,	basic helix-loop-helix (bHLH) family protein contains Pfam profile: PF00010 helix-loop-helix DNA-binding domain
At3g07390	AIR12	3	35636562,35636564,35636565,	2364121,2365153,2365584,	0.00056,0.0016,0.00059,	1.3,1.1,1,	auxin-responsive protein / auxin-induced protein (AIR12) identical (with 7 residue gap) to auxin-induced protein AIR12 GI:11357190 [Arabidopsis thaliana]
At3g07680		3	35636720,35636721,35636722,	2454714,2455191,2455619,	0.009,0.00062,7.7e-05,	0.68,1.4,1.2,	emp24/gp25L/p24 family protein similar to SP|Q15363 Cop-coated vesicle membrane protein p24 precursor (p24A) {Homo sapiens}; contains Pfam profile PF01105: emp24/gp25L/p24 family
At3g10750		3	35638255,35638256,35638257,	3365799,3366287,3366706,	0.00017,5.2e-05,5.4e-05,	1.1,1.4,1.3,	hypothetical protein  
At3g10985		3	35638383,35638384,35638385,	3441558,3442299,3443049,	0.0014,0.00061,0.0078,	1.1,1,1.2,	wound-responsive protein-related similar to SP|P20144 Wound-induced protein 1 {Solanum tuberosum}
At3g11420		3	35638620,35638621,35638624,	3589358,3590133,3591720,	1.1e-05,0.0001,0.0089,	2.1,1.3,0.73,	fringe-related protein similar to hypothetical protein GB:AAC23643 [Arabidopsis thaliana]  + weak similarity to Fringe [Schistocerca gregaria](GI:6573138);Fringe encodes an extracellular protein that regulates Notch signalling.
At3g11590		3	35638730,35638734,35638735,	3656368,3659124,3660229,	0.0014,0.00054,0.00059,	0.83,0.97,0.92,	expressed protein 
At3g12700		3	35639354,35639355,35639356,	4035291,4035679,4036419,	0.0049,0.00049,0.0099,	0.87,1.1,0.73,	aspartyl protease family protein contains Pfam PF00026: Eukaryotic aspartyl protease; similar to CND41, chloroplast nucleoid DNA binding protein (GI:2541876) [Nicotiana tabacum]
At3g12830		3	35639430,35639433,35639434,	4082752,4084093,4084477,	0.0007,0.00036,0.002,	1,1,0.82,	auxin-responsive family protein similar to auxin-induced protein (SP:P33082) [Glycine max]
At3g13600		3	35640021,35640022,35640026,	4441889,4442363,4444791,	0.00038,2.2e-05,0.0065,	1.8,1.6,0.68,	calmodulin-binding family protein contains Pfam profile PF00612: IQ calmodulin-binding motif
At3g13710		3	35640106,35640107,35640109,	4493428,4493929,4495175,	0.0018,0.00057,0.0016,	0.93,1.2,0.82,	prenylated rab acceptor (PRA1) family protein weak similarity to prenylated Rab acceptor [Mus musculus] GI:7716652; contains Pfam profile PF03208: Prenylated rab acceptor (PRA1)
At3g13750		3	35640129,35640130,35640134,	4506851,4507364,4510375,	1.7e-05,0.00013,0.0045,	2,1.2,0.78,	beta-galactosidase, putative / lactase, putative similar to beta-galactosidase precursor SP:P48980 from [Lycopersicon esculentum]
At3g14050		3	35640371,35640373,35640374,	4654816,4655655,4656256,	0.0028,0.0012,0.00033,	0.86,0.93,1.1,	RelA/SpoT protein, putative (RSH2) nearly identical to RelA/SpoT homolog RSH2 [Arabidopsis thaliana] GI:7141306; contains Pfam profiles PF01966: HD domain, PF04607: Region found in RelA / SpoT proteins
At3g14067		3	35640379,35640382,35640383,	4658629,4660619,4661114,	0.00011,0.0072,0.0018,	1.5,0.99,1.1,	subtilase family protein contains similarity to cucumisin-like serine protease GI:3176874 from [Arabidopsis thaliana]
At3g14430		3	35640649,35640650,35640652,	4824933,4825822,4827230,	0.0066,0.0075,0.00047,	0.67,0.63,1.1,	expressed protein 
At3g14840		3	35640906,35640909,35640910,	4985925,4988138,4988545,	0.0007,0.00029,0.00011,	1,1.2,1.4,	leucine-rich repeat family protein / protein kinase family protein contains Pfam domains PF00560: Leucine Rich Repeat and PF00069: Protein kinase domain; contains 2 predicted transmembrane domains
At3g14990		3	35641003,35641004,35641005,	5046958,5047383,5047811,	1.1e-05,1.3e-05,0.0027,	2,2.7,1,	4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis protein, putative supporting cDNA gi|11908017|gb|AF326856.1|; contains Pfam profile PF01965:DJ-1/PfpI family; identical to cDNA  EST Athsr7 GI:5281061
At3g15090		3	35641055,35641056,35641057,	5076408,5076872,5077395,	0.0049,0.00018,0.0087,	0.7,1.9,0.63,	oxidoreductase, zinc-binding dehydrogenase family protein low similarity to NOGO-interacting mitochondrial protein from Mus musculus [gi:14522884]; contains Pfam profile: PF00107 zinc-binding dehydrogenases
At3g15350		3	35641200,35641201,35641202,	5165285,5165871,5166307,	0.00014,5.8e-05,0.00043,	1.3,1.5,1,	glycosyltransferase family 14 protein / core-2/I-branching enzyme family protein contains Pfam profile: PF02485 Core-2/I-Branching enzyme
At3g16500	IAA26;PAP1	3	35641930,35641931,35641932,	5614995,5615614,5616102,	0.0036,0.00048,0.0081,	1.2,1,0.72,	auxin-responsive AUX/IAA family protein similar to SP|O24408|AXII_ARATH Auxin-responsive protein IAA18 (Indoleacetic acid-induced protein 18) {Arabidopsis thaliana}; contains Pfam profile: PF02309: AUX/IAA family
At3g16800		3	35642105,35642106,35642108,	5719020,5719636,5720684,	0.0011,0.003,0.002,	1.1,0.82,0.82,	protein phosphatase 2C, putative / PP2C, putative similar to protein phosphatase-2C GB:AAC36699 from [Mesembryanthemum crystallinum]
At3g16840		3	35642145,35642146,35642147,	5742125,5743090,5743537,	0.0042,0.00054,0.00017,	0.71,1,1.1,	DEAD/DEAH box helicase, putative (RH13) similar to RNA helicase GB:CAA09204 from [Arabidopsis thaliana]; identical to cDNA DEAD box RNA helicase, RH13 GI:3776002
At3g16990		3	35642227,35642228,35642229,	5796192,5796640,5797042,	0.00012,4.7e-06,2.8e-06,	1.2,2.5,3,	TENA/THI-4 family protein contains Pfam profile: PF03070 TENA/THI-4 family
At3g17120		3	35642295,35642296,35642298,	5839065,5840343,5841226,	5.9e-05,0.00038,0.00094,	1.6,1.2,0.98,	expressed protein 
At3g18780		3	35643315,35643316,35643317,	6473660,6474225,6475071,	0.00068,0.0071,0.00079,	1.1,0.68,1.1,	actin 2 (ACT2) identical to SP|Q96292 Actin 2 {Arabidopsis thaliana}; nearly identical to SP|Q96293 Actin 8 [Arabidopsis thaliana] GI:1669387 and to At1g49240
At3g19390		3	35643726,35643731,35643732,	6719650,6722639,6723044,	0.00049,0.0052,0.0058,	1.3,0.79,0.72,	cysteine proteinase, putative / thiol protease, putative contains similarity to cysteine proteinase RD21A (thiol protease) GI:435619, SP:P43297 from [Arabidopsis thaliana]
At3g19920		3	35644077,35644078,35644079,	6930488,6930989,6931516,	0.0043,0.0019,0.002,	0.74,1,1.1,	expressed protein  
At3g20300		3	35644328,35644329,35644330,	7081499,7081886,7082547,	0.0065,0.00059,0.0029,	0.76,0.93,1,	expressed protein 
At3g20820		3	35644646,35644647,35644648,	7280151,7280688,7281548,	2.4e-05,0.0012,0.004,	1.7,0.87,0.72,	leucine-rich repeat family protein contains similarity to Cf-2.1 [Lycopersicon pimpinellifolium] gi|1184075|gb|AAC15779; contains leucine rich-repeat domains Pfam:PF00560, INTERPRO:IPR001611
At3g21150		3	35644857,35644858,35644859,	7412757,7413202,7413731,	0.0022,0.0034,0.0011,	1.1,1.1,1.3,	zinc finger (B-box type) family protein  contains Pfam profile:PF01760 CONSTANS family zinc finger
At3g21560		3	35645163,35645164,35645165,	7595059,7595586,7596110,	1e-05,1.4e-05,0.00023,	1.9,2.4,1.3,	UDP-glucosyltransferase, putative similar to UDP-glucose:sinapate glucosyltransferase GI:9794913 from [Brassica napus]
At3g21780		3	35645283,35645285,35645286,	7675087,7675986,7676380,	8e-05,0.00033,0.0028,	1.2,1.1,0.81,	UDP-glucoronosyl/UDP-glucosyl transferase family protein contains Pfam profile: PF00201 UDP-glucoronosyl and UDP-glucosyl transferase
At3g22410		3	35645659,35645660,35645664,	7933712,7934105,7936247,	0.0011,0.0092,0.00061,	0.96,1.3,1,	expressed protein 
At3g22890	APS1	3	35645929,35645930,35645931,	8109347,8110298,8110923,	0.0037,0.00056,0.0043,	0.73,1.1,0.8,	sulfate adenylyltransferase 1 / ATP-sulfurylase 1 (APS1) nearly identical to ATP sulfurylase (APS1) [Arabidopsis thaliana] GI:6606509
At3g23410		3	35646310,35646311,35646312,	8380837,8381599,8382021,	8e-05,0.0002,0.00025,	1.6,1.2,1.1,	alcohol oxidase-related similar to long chain fatty alcohol oxidase from Candida cloacae [GI:6983581], Candida tropicalis [GI:6983594]
At3g24090		3	35646800,35646801,35646802,	8701137,8701575,8702041,	4.7e-05,1.6e-05,0.0049,	2.4,2.1,0.72,	glucosamine--fructose-6-phosphate aminotransferase [isomerizing], putative / hexosephosphate aminotransferase, putative / glucosamine-6-phosphate synthase, putative / D-fructose-6-phosphate amidotransferase, putative / GLCN6P synthase, putative similar to SP|O94808 Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 2 (EC 2.6.1.16) (Hexosephosphate aminotransferase 2) (D-fructose-6- phosphate amidotransferase 2) {Homo sapiens}; contains Pfam profiles PF00310: Glutamine amidotransferases class-II, PF01380:SIS domain
At3g24503	ALDH2C4	3	35647136,35647137,35647142,	8922939,8923337,8927273,	0.00096,0.0089,2.2e-05,	0.99,0.77,2.1,	aldehyde dehydrogenase (ALDH1a) identical to aldehyde dehydrogenase ALDH1a [Arabidopsis thaliana] gi|20530143|gb|AAM27004
At3g25870		3	35647969,35647970,35647972,	9467098,9467534,9468865,	0.0026,0.0085,0.001,	0.78,0.74,0.94,	expressed protein 
At3g26510		3	35648346,35648347,35648349,	9715915,9716841,9719153,	0.00023,0.008,0.0003,	1.2,0.69,1.1,	octicosapeptide/Phox/Bem1p (PB1) domain-containing protein   contains Pfam profile PF00564: PB1 domain
At3g26560		3	35648399,35648400,35648401,	9754289,9754741,9755244,	0.00075,0.0017,1.7e-05,	0.96,0.91,2,	ATP-dependent RNA helicase, putative similar to SP|Q14562 ATP-dependent helicase DDX8 (RNA helicase HRH1) (DEAH-box protein 8) {Homo sapiens}; contains Pfam profiles PF04408: Helicase associated domain (HA2), PF00271: Helicase conserved C-terminal domain, PF00575: S1 RNA binding domain
At3g27170		3	35648797,35648802,35648809,	10020464,10023763,10027768,	0.0069,1.8e-05,0.0068,	0.67,2,0.66,	chloride channel protein (CLC-b) identical to CLC-b chloride channel protein GB:CAA96058 from [Arabidopsis thaliana] (J. Biol. Chem. 271 (52), 33632-33638 (1996))
At3g46090		3	35658897,35658898,35658899,	16937938,16938486,16939022,	0.0029,0.00035,0.0072,	0.92,1.2,0.64,	zinc finger (C2H2 type) family protein (ZAT7) identical to zinc finger protein ZAT7 [Arabidopsis thaliana] gi|1418341|emb|CAA67234; contains Pfam domain, PF00096: Zinc finger, C2H2 type
At3g46620		3	35659260,35659262,35659263,	17189919,17190813,17191279,	0.003,0.0029,2.7e-05,	0.8,0.78,1.5,	zinc finger (C3HC4-type RING finger) family protein contains Pfam domain, PF00097: Zinc finger, C3HC4 type (RING finger)
At3g46630		3	35659265,35659266,35659267,	17192848,17193258,17193691,	0.0023,0.0021,5.4e-05,	0.83,0.88,2.3,	expressed protein contains similarity to defective chloroplasts and leaves protein SP:Q42463 from [Lycopersicon esculentum]
At3g47080		3	35659517,35659518,35659519,	17351025,17351617,17352129,	0.0072,0.00011,0.00079,	0.64,1.9,0.91,	expressed protein 
At3g47610		3	35659831,35659832,35659837,	17557928,17558432,17562064,	0.0002,0.003,0.0014,	1.8,1.2,0.81,	expressed protein 
At3g48120		3	35660192,35660193,35660194,	17782214,17782669,17783094,	3.9e-06,1.7e-05,0.0013,	2.8,2.6,0.84,	expressed protein 
At3g48480		3	35660496,35660497,35660498,	17969486,17969976,17970520,	0.0077,0.00028,0.00038,	0.71,1.8,1.6,	hypothetical protein 
At3g48520		3	35660526,35660527,35660528,	17987726,17988342,17988844,	0.0021,0.00012,0.004,	1.1,1.2,0.77,	cytochrome P450 family protein similar to Cytochrome P450 94A1  (P450-dependent fatty acid omega-hydroxylase) (SP:O81117) {Vicia sativa}; contains Pfam profile: PF00067 cytochrome P450
At3g49220		3	35660948,35660950,35660953,	18260665,18261577,18263746,	0.00069,0.0097,0.0017,	1.1,0.61,1.1,	pectinesterase family protein contains Pfam profile: PF01095 pectinesterase
At3g49570		3	35661147,35661148,35661150,	18384120,18384753,18386006,	0.0037,0.0039,0.0023,	0.74,1,0.78,	expressed protein 
At3g49790		3	35661293,35661295,35661297,	18479429,18480437,18482034,	7.1e-06,0.0011,0.0018,	2.2,0.91,0.95,	expressed protein predicted protein, Arabidopsis thaliana
At3g50690		3	35661852,35661854,35661855,	18847300,18848273,18849982,	0.0016,0.00018,0.0015,	0.8,1.1,0.87,	leucine-rich repeat family protein  
At3g50740		3	35661885,35661888,35661889,	18870373,18872648,18873044,	0.001,0.0014,0.0013,	1.1,0.87,0.91,	UDP-glucoronosyl/UDP-glucosyl transferase family protein contains Pfam profile: PF00201 UDP-glucoronosyl and UDP-glucosyl transferase
At3g51250		3	35662158,35662160,35662161,	19037764,19038759,19039290,	0.0058,9.6e-05,0.0002,	0.68,1.3,1.2,	senescence/dehydration-associated protein-related similar to senescence-associated protein 12 [Hemerocallis hybrid cultivar] gi|3551958|gb|AAC34857; similar to early-responsive to dehydration stress ERD7 protein [Arabidopsis thaliana] gi|15320412|dbj|BAB63916
At3g51895		3	35662544,35662545,35662547,	19267152,19267602,19268801,	0.00079,0.00014,6.3e-05,	1.1,1.2,1.4,	sulfate transporter (ST1) identical to sulfate transporter [Arabidopsis thaliana] GI:2285885
At3g52740		3	35663009,35663010,35663012,	19557438,19558915,19560044,	0.0015,8.9e-05,0.0036,	0.95,1.3,0.7,	expressed protein 
At3g52880		3	35663098,35663102,35663103,	19613490,19615418,19616103,	0.0015,4.7e-06,0.0021,	0.81,2.5,0.85,	monodehydroascorbate reductase, putative monodehydroascorbate reductase (NADH), Lycoperison esculentum, PIR:T06407
At3g53000		3	35663179,35663180,35663181,	19664067,19664870,19665269,	0.0041,1.5e-05,2.6e-05,	0.69,1.8,1.6,	F-box family protein / SKP1 interacting partner 3-related low similarity to SKP1 interacting partner 3 [Arabidopsis thaliana] GI:10716951; contains Pfam profile PF00646: F-box domain
At3g54000		3	35663738,35663739,35663741,	20006741,20007298,20008601,	8.8e-06,9e-05,0.0023,	2.1,1.4,0.81,	expressed protein 
At3g54050		3	35663772,35663773,35663774,	20027562,20027962,20028346,	0.00021,0.0011,0.0011,	1.1,1,0.92,	fructose-1,6-bisphosphatase, putative / D-fructose-1,6-bisphosphate 1-phosphohydrolase, putative / FBPase, putative strong similarity to fructose-1,6-bisphosphatase [Brassica napus] GI:289367; identical to SP|P25851 Fructose-1,6-bisphosphatase, chloroplast precursor (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase) (FBPase) {Arabidopsis thaliana}; contains Pfam profile PF00316: fructose-1,6-bisphosphatase
At3g54360		3	35663969,35663970,35663971,	20142936,20143518,20144446,	0.00014,0.0024,0.0029,	1.4,0.81,0.76,	expressed protein DNA-binding Mel-18 protein, Homo sapiens, PIR:JN0717
At3g55610		3	35664771,35664773,35664775,	20639884,20641513,20642453,	0.0038,0.0013,0.0017,	0.72,1,0.88,	delta 1-pyrroline-5-carboxylate synthetase B / P5CS B (P5CS2) identical to SP|P54888
